,Unnamed: 0,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,price
2012,2012,15129,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Arrow Sport Men Solid DK.Grey Trousers,3677
2013,2013,45659,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016.0,Casual,Park Avenue Men White Innerwear Vest,1325
2014,2014,38231,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Women Sunglasses,1680
2015,2015,15915,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Black Coffee Men Check Purple Slim Fit Shirt,3813
2016,2016,11589,Women,Apparel,Topwear,Kurtas,Red,Summer,2011.0,Ethnic,W Women Printed Red Kurta,3517
2017,2017,26139,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,John Miller Men Grey Trousers,3718
2018,2018,51857,Men,Apparel,Topwear,Shirts,Beige,Summer,2012.0,Casual,Highlander Men  Blue & Beige Check  Shirt,3491
2019,2019,49094,Women,Personal Care,Makeup,Kajal and Eyeliner,Purple,Spring,2017.0,Casual,Deborah Kajal 119,1432
2020,2020,48146,Women,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fossil Women Black and Brown Wallet,2775
2021,2021,2689,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Inkfruit Women Happy Dolphin Purple T-shirt,4700
2022,2022,9261,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Mark Taylor Men Red Striped Shirt,807
2023,2023,50985,Women,Apparel,Innerwear,Briefs,White,Summer,2017.0,Casual,Enamor Women White Brief,4595
2024,2024,54519,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012.0,Casual,F Sports Men Navy Blue Vito Shoes,4944
2025,2025,18636,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Puma Men V.11 Speed  White Tshirts,985
2026,2026,26905,Women,Apparel,Topwear,Tops,Off White,Summer,2012.0,Casual,Jealous 21 Women Off White Top,2593
2027,2027,29171,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Washed Blue Skirt,1490
2028,2028,22599,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Sports,Nike Women Yellow T-shirt,4929
2029,2029,30860,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Fabindia Women Printed Maroon Kurta,1923
2030,2030,6229,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Lee Men's Shot Black T-shirt,2363
2031,2031,3569,Men,Footwear,Sandal,Sandals,Brown,Summer,2011.0,Casual,ADIDAS Mens Lightbone Brown Sandal,2728
2032,2032,8181,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Locomotive Men Check Ladislav Purple Shirts,2828
2033,2033,18404,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Skechers Men USA Brown Shoe,2753
2034,2034,6827,Women,Footwear,Sandal,Sports Sandals,Blue,Summer,2011.0,Casual,Timberland Women Belle Isld Boat Ball Black Floater,4013
2035,2035,48374,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,French Connection Men Purple & Black Striped Shirt,1818
2036,2036,9053,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,ADIDAS Men Duramo 3 M Grey Sports Shoes,1539
2037,2037,51259,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Park Avenue Men Black Belt,2174
2038,2038,29343,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Probase Men Printed White T-shirt,978
2039,2039,12902,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Women Cabana Racer SL Black Casual Shoes,3587
2040,2040,28291,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Black Sunglasses,3722
2041,2041,23679,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Red Tape Men Mocassins Black Casual Shoes,1446
2042,2042,40925,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Comics Blue Jeans,1961
2043,2043,57992,Women,Apparel,Topwear,Shirts,Purple,Fall,2012.0,Casual,Latin Quarters Women Purple Shirt,3976
2044,2044,36199,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini Jony Boys Polo Black T-Shirt,850
2045,2045,59034,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Carlton London Women Black Heels,3025
2046,2046,38003,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Watch,4554
2047,2047,40119,Women,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,ADIDAS Women Orange T-shirt,1793
2048,2048,10669,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Doodle Boy Road Trip Grey Tshirts,1815
2049,2049,37877,Unisex,Accessories,Socks,Socks,Cream,Summer,2016.0,Casual,Happy Socks Unisex Cream Socks,4284
2050,2050,21912,Women,Apparel,Apparel Set,Kurta Sets,Orange,Fall,2011.0,Ethnic,Biba Women Orange & Purple Churidar Kurta with Dupatta,2849
2051,2051,32539,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Playboy Men Malibu Perfume,1330
2052,2052,48710,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings,716
2053,2053,9437,Unisex,Accessories,Bags,Backpacks,Black,Fall,2012.0,Casual,Nike Unisex Brasilia 5 Me Black Backpacks,1250
2054,2054,17814,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Lee Cooper Men  Black Casual Shoe,723
2055,2055,17028,Men,Footwear,Flip Flops,Flip Flops,Grey,Spring,2013.0,Casual,GAS Men Grey Pine Flip Flops,891
2056,2056,3931,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Jealous 21 Women's Black Butterfly T-shirt,4188
2057,2057,29727,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Kiara Women Leatherette Light Green Handbag,1393
2058,2058,35378,Women,Footwear,Shoes,Heels,Green,Summer,2012.0,Casual,Senorita Women Green Flats,2187
2059,2059,4328,Unisex,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Tantra Kid's Unisex Cute Mom Red Kidswear,3843
2060,2060,20498,Women,Accessories,Bags,Handbags,Navy Blue,Winter,2015.0,Casual,Baggit Women Galaxy Exel Navy Blue Handbag,2217
2061,2061,56418,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Biara Women Black Bra,3272
2062,2062,52884,Women,Apparel,Saree,Sarees,Orange,Fall,2012.0,Ethnic,FNF Orange Printed Sari,2106
2063,2063,38467,Women,Accessories,Wallets,Wallets,Purple,Summer,2012.0,Casual,Baggit Women Purple Wallet,559
2064,2064,21778,Men,Accessories,Belts,Belts,Brown,Fall,2011.0,Casual,Fossil Men Maxim Brown Belt,1978
2065,2065,59662,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Colour Evening Wear Sari,1561
2066,2066,10803,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Wrangler Men Dodge Broad Accent Check White Shirts,4358
2067,2067,53358,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Puma Men Black Twinkle Belt,2093
2068,2068,4926,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Gini and Jony Girl's Valencia Green Blue Infant Kidswear,1931
2069,2069,38655,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Air Impetus II White Sports Shoes,4435
2070,2070,48522,Women,Apparel,Dress,Jumpsuit,Blue,Winter,2011.0,Casual,French Connection Women Blue Jumpsuit,4528
2071,2071,23813,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Puma Men Jiff Black Flip Flops,2383
2072,2072,9605,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Scul Green White Shirts,2668
2073,2073,19380,Men,Apparel,Innerwear,Boxers,Grey,Summer,2016.0,Casual,Crusoe Men Grey Boxers 1017,1007
2074,2074,12768,Women,Apparel,Topwear,Tunics,Green,Fall,2011.0,Ethnic,Mother Earth Women Plain Mangalgiri Green Tunics,3709
2075,2075,34098,Boys,Apparel,Topwear,Shirts,Multi,Summer,2012.0,Casual,Doodle Boys Check Multi Coloured Shirt,2183
2076,2076,54941,Women,Apparel,Topwear,Tops,Teal,Summer,2012.0,Casual,Do u speak green Women Teal Top,1003
2077,2077,55893,Women,Personal Care,Nails,Nail Polish,Green,Spring,2017.0,Casual,Colorbar Apple Martini Nail Lacquer 06,2420
2078,2078,42824,Women,Apparel,Innerwear,Briefs,Red,Summer,2012.0,Casual,Little Miss Intimates Women Red Brief,2664
2079,2079,14462,Women,Footwear,Shoes,Heels,Gold,Summer,2012.0,Casual,Enroute Women Casual Gold Peep Toes,1758
2080,2080,36732,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Liana Blue Jeans,2773
2081,2081,5809,Women,Apparel,Bottomwear,Capris,Black,Summer,2011.0,Casual,Puma Women Black Capris,4240
2082,2082,57705,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017.0,Casual,Lotus Herbals Sandalwood Sun Screen,3600
2083,2083,33240,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Arrow Men Blue Striped Shirt,4624
2084,2084,32392,Women,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow Woman Grey Shirt,2050
2085,2085,41660,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Blue Striped Shirt,3404
2086,2086,11110,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Check White Shirts,3498
2087,2087,25325,Men,Accessories,Watches,Watches,Black,Summer,2017.0,Casual,Casio Edifice Men Multi-Dial Watch EF-334D-1AVDF(ED420),1186
2089,2089,12795,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Nike Men Brazil Yellow Tshirts,1301
2090,2090,2210,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,ADIDAS Men 3 Stripe Black Polo T-shirt,4526
2091,2091,43137,Men,Personal Care,Fragrance,Perfume and Body Mist,Maroon,Spring,2017.0,Casual,David Beckham Men Intense Instinct Perfume,3393
2092,2092,34859,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Vans Unisex Classic Slip-On White Shoes,3202
2093,2093,27472,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Jockey Essence Black Bra 2001,4455
2094,2094,22100,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Printed Blue Kurta,641
2095,2095,16335,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Peter England Men Stripes Navy Blue Shirt,1094
2096,2096,50520,Men,Apparel,Innerwear,Innerwear Vests,Grey Melange,Summer,2016.0,Casual,Chromozome Men Grey Melange Innerwear Vest,4457
2097,2097,34065,Girls,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Gini and Jony Girls Black Dress,1371
2098,2098,47597,Women,Footwear,Shoes,Heels,Beige,Winter,2014.0,Casual,Portia Women Beige Wedges,1909
2099,2099,31725,Women,Accessories,Jewellery,Pendant,Silver,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Pendant,3587
2100,2100,8518,Women,Accessories,Bags,Handbags,Purple,Summer,2011.0,Casual,Nike Women Nike Purple Tote Purple Bags,4273
2101,2101,26792,Men,Apparel,Topwear,Shirts,Blue,Summer,2013.0,Formal,Arrow Men Blue Striped Slim Fit Shirt,1847
2102,2102,55260,Women,Personal Care,Makeup,Kajal and Eyeliner,Green,Spring,2017.0,Casual,Lakme Forever Silk Jaded Mint Eye Liner,1100
2103,2103,13475,Women,Footwear,Shoes,Flats,Brown,Winter,2014.0,Casual,Rocia Women Brown Flats,3280
2104,2104,27640,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Reebok Men Grey Premier Trinity Sports Shoes,936
2105,2105,43305,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Pink Shirt,3438
2106,2106,22332,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,John Players Men Solid Maroon Polo T-Shirt,1020
2107,2107,16107,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,M tv Women My Fab Eyewear Black Sunglasses,1650
2108,2108,46677,Women,Personal Care,Fragrance,Perfume and Body Mist,Purple,Spring,2017.0,Casual,Rasasi Women Pack of 3 Perfumes,2995
2109,2109,7550,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's Teal Blue Polo T-shirt,2795
2110,2110,19973,Men,Accessories,Headwear,Caps,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Solid Grey Cap,1330
2111,2111,6482,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Strip Polo Black Green T-shirt,1678
2112,2112,34257,Men,Apparel,Bottomwear,Tracksuits,Charcoal,Summer,2013.0,Sports,Proline Men Charcoal Tracksuit,3450
2113,2113,50712,Men,Apparel,Innerwear,Trunk,Red,Summer,2016.0,Casual,Chromozome Men Red Trunks,4138
2114,2114,28608,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Dart VII Leather White Sports Shoes,2501
2115,2115,20465,Women,Accessories,Wallets,Wallets,Red,Winter,2015.0,Casual,Baggit Women Red Famous Taj Wallet,3790
2116,2116,14650,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Probase Men Face Print Blue Tshirts,1319
2117,2117,36500,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Folklore Women Brown Kurta,1847
2118,2118,15782,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Facit Men Navy Blue String Bikini Briefs,1680
2120,2120,40580,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,W Women White Top,3296
2121,2121,33072,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,U.S.Polo Assn Men Blue Polo T-shirt,1779
2122,2122,25117,Women,Accessories,Bags,Clutches,Pink,Winter,2015.0,Casual,Lino Perros Women Beaded Pink Clutch,4270
2123,2123,52879,Women,Apparel,Saree,Sarees,Magenta,Fall,2012.0,Ethnic,FNF Magenta Printed Sari,1172
2124,2124,41452,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lee Cooper Men White Shoes,4727
2125,2125,27224,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Doodle Kids Girl Printed White Dress,4676
2126,2126,30293,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Love Off White T-shirt,4918
2127,2127,3594,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Converse Men's Chuck Taylor Print OX White Canvas Shoe,2432
2128,2128,7908,Men,Apparel,Topwear,Tshirts,Cream,Fall,2012.0,Casual,Proline Men Cream & Purple Striped Polo T-shirt,2248
2129,2129,34633,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Lotto Men Dolce Vita II Black Sports Shoes,3689
2130,2130,50376,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Woodland Men Black Shoes,2967
2131,2131,9892,Men,Apparel,Bottomwear,Trousers,White,Fall,2011.0,Formal,Indian Terrain Men Laffer Off-White Trousers,3898
2132,2132,23684,Men,Accessories,Wallets,Wallets,Brown,Fall,2011.0,Casual,Newhide Brown Men Antique Wallet,3631
2133,2133,22756,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,BIBA Women Solid Red Kurta,1699
2134,2134,8940,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Red Shirts,4944
2135,2135,7134,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Casual,Urban Yoga Men Bottom Navy Yoga Pants,1427
2136,2136,36164,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Status Quo Men Grey T-shirt,2806
2137,2137,39910,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,ADIDAS Men Blue & Red F10 Sports Shoes,3332
2138,2138,52421,Women,Apparel,Loungewear and Nightwear,Nightdress,Multi,Summer,2017.0,Casual,Red Rose Women Multi Coloured Nightdress,4691
2139,2139,20001,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,United Colors of Benetton Men Printed Green T-shirt,779
2140,2140,44544,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals,2194
2141,2141,56081,Women,Personal Care,Lips,Lip Gloss,Silver,Spring,2017.0,Casual,Colorbar Clear Glaze Star Shine Lip Gloss 015,4886
2142,2142,11746,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Lee Men Yellow Polo T-shirt,2655
2143,2143,25573,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,FILA Men Trempet White Sports Shoes,691
2144,2144,41036,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Nautica Men Black Dial Chronograph Watch,2168
2145,2145,33416,Women,Accessories,Wallets,Wallets,Purple,Fall,2012.0,Casual,Baggit Women Purple Wallet,2638
2146,2146,10694,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Doodle Girl Be Born Pink Tops,1983
2147,2147,57153,Women,Apparel,Topwear,Tshirts,Peach,Summer,2012.0,Casual,Elle Women Peach T-shirt,2702
2148,2148,4583,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2015.0,Casual,Wildcraft Unisex Grey Backpack,4939
2149,2149,36356,Men,Accessories,Ties,Ties,Yellow,Summer,2012.0,Formal,Reid & Taylor Men Yellow Patterned Tie,3026
2150,2150,44776,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2010.0,Casual,Lotto Men Black Dolce Vita Shoes,4960
2151,2151,5451,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Sports,Nike Men's Tempo Blue Short,3942
2152,2152,37284,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Tantra Women Purple Shopping T-shirt,3094
2153,2153,20233,Women,Apparel,Topwear,Sweaters,Red,Fall,2011.0,Casual,Wrangler Women Felt Grey Sweater,3825
2154,2154,58329,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Lotto Men Red Flip Flops,3383
2155,2155,14006,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Solid Black Jerseys,959
2156,2156,11574,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011.0,Ethnic,W Women Printed Grey Kurtas,2231
2157,2157,25741,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Wrangler Women Leather Brown Wallet,4214
2158,2158,24693,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Locomotive Men Grey Printed T-Shirt,695
2159,2159,57361,Women,Apparel,Innerwear,Bra,Pink,Winter,2015.0,Casual,Amante Pink Printed Full-Coverage Bra BGTC01,4351
2160,2160,33624,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Wallet,680
2161,2161,50978,Women,Apparel,Innerwear,Bra,Maroon,Summer,2017.0,Casual,Enamor Masai Lift Bra,3029
2162,2162,2674,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Men's State Trance Black T-shirt,4195
2163,2163,43553,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Puma Men Black Complete Running Cap,3004
2164,2164,13223,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Washed Blue Shorts,2289
2165,2165,27016,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans,4271
2166,2166,19719,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Stripes Grey Shirt,1689
2167,2167,55436,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Revlon Raspberry Colorburst Lipstick 045,530
2168,2168,49069,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Lino Perros Women Pink Handbag,1110
2169,2169,31173,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini and Jony Girls Printed White Top,4362
2170,2170,17683,Women,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Catwalk Women Ballerina Black Casual Shoe,3369
2171,2171,34401,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Black Printed T-shirt,719
2172,2172,46021,Women,Apparel,Topwear,Kurtis,Orange,Summer,2012.0,Ethnic,Fabindia Women Orange Kurti,1012
2173,2173,7306,Women,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,UCB Women's Sleeveless Off White Dress,4353
2174,2174,49855,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Kids Unisex Black Digital Watch,4994
2175,2175,22564,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Lino Perros Black Women Casual Sling Bag,1609
2176,2176,16751,Women,Accessories,Bags,Clutches,Copper,Winter,2015.0,Casual,Spice Art Women Copper Leartherite Multi Clutch,2022
2177,2177,54722,Women,Apparel,Apparel Set,Kurta Sets,Yellow,Fall,2012.0,Ethnic,Shree Women Yellow & Red Printed Salwar Suit with Dupatta,2328
2178,2178,30267,Men,Accessories,Eyewear,Sunglasses,Brown,Summer,2017.0,Casual,Speedo Men Sheet Sunglasses,4957
2179,2179,43795,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Ethnic,Royal Diadem Magenta Earrings,4584
2180,2180,42647,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Alma Women Purple Printed Kurta,4372
2181,2181,8188,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Locomotive Men Solid Poplin Laidley Purple Shirts,4090
2182,2182,3560,Men,Footwear,Shoes,Casual Shoes,White,Winter,2015.0,Casual,Skechers Men Off White Lifestyle Casual Shoe,4514
2183,2183,12137,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,Aurelia Women Solid Navy Blue Kurtas,1658
2184,2184,6012,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Highlander Men White Casual Checked Slim Fit Shirt,4203
2185,2185,47335,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Baggit Women Green Handbag,3708
2186,2186,9866,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Status Quo Men Pink Polo Tshirts,582
2187,2187,17445,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Enticer Men Black Analogue Watches (BS063) BEM-501L-1AVDF,3380
2188,2188,50382,Women,Apparel,Bottomwear,Salwar and Dupatta,Cream,Summer,2012.0,Ethnic,Vishudh Women Printed Cream Salwar and Dupatta,4604
2189,2189,23670,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Spykar Men Green Printed T-shirts,1582
2190,2190,28298,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Sunglasses,4794
2191,2191,56849,Men,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2012.0,Casual,John Players Men Navy Regular Fit Jeans,1049
2192,2192,4745,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,ADIDAS Men's Green Polo T-shirt,3967
2193,2193,15312,Women,Footwear,Sandal,Sports Sandals,Blue,Fall,2011.0,Casual,ADIDAS Women Neo Feather Blue Sandals,4129
2194,2194,21127,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011.0,Casual,s.Oliver Women Printed Navy Blue Top,982
2195,2195,38836,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Latin Quarters Women Blue Dress,3604
2196,2196,53507,Women,Apparel,Innerwear,Bra,Nude,Winter,2015.0,Casual,Amante Nude-Coloured Full-Coverage Bra BFOM12,535
2197,2197,5697,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men Black Casual Shoes,1475
2198,2198,56075,Women,Personal Care,Lips,Lip Liner,Mauve,Spring,2017.0,Casual,Colorbar Plum Lip Liner/Crayon 004,1432
2199,2199,25587,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2011.0,Ethnic,Vishudh Women Black & Purple Printed Churidar Kurta with Dupatta,2441
2200,2200,32530,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017.0,Casual,Tonino Lamborghini Men Pack of 2 Deos,1590
2201,2201,40110,Men,Apparel,Bottomwear,Tracksuits,Blue,Summer,2012.0,Casual,ADIDAS Men Blue Tracksuit,1546
2202,2202,24455,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Casual,Nike Women Court Majestic White Shoes,2607
2203,2203,10660,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Doodle Girl Hot shorts ice wash Blue Shorts,1423
2204,2204,15120,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,2011.0,Formal,Arrow Men Wooltouch Charcoal Trousers,3716
2205,2205,21315,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Celine Dion Women Black Frame Sunglasses,1734
2206,2206,4577,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2011.0,Sports,Nike Men's Mercurial Vic Pink Shoe,3851
2207,2207,45650,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Park Avenue Men Black Trunks,3122
2208,2208,44782,Men,Footwear,Shoes,Sports Shoes,White,Summer,2010.0,Sports,Lotto Men White Los Angeles II Sports Shoes,3647
2209,2209,53735,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Puma Men Brown Vintage Ferrari Shoes,3155
2210,2210,11580,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women Printed White Kurtas,2766
2211,2211,56247,Men,Apparel,Loungewear and Nightwear,Night suits,Grey Melange,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Blue Pyjama Set,4094
2212,2212,57395,Women,Apparel,Innerwear,Briefs,Brown,Winter,2015.0,Casual,Amante Women Brown Briefs PGBR01,1909
2213,2213,10452,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Flying Machine Men HS Grey Tshirts,3272
2214,2214,40322,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013.0,Sports,ADIDAS Men White Sparta Sports Shoes,4433
2215,2215,38238,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Men Sunglasses,4596
2216,2216,9268,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men White Check Shirt,4648
2217,2217,2680,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men's Indian Rule Blue T-shirt,2197
2218,2218,30055,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Skagen Men Black Dial Watch,4634
2219,2219,28896,Women,Apparel,Innerwear,Briefs,Maroon,Summer,2017.0,Casual,Enamor Women Maroon Mid-Rise Bikini Brief,2149
